id,query_term,handle,tweet,date,language
1642704084531838977,မိုင်း,KawYee2,RT @aung_myim: ၃၁ရက် နံနက်ပိုင်းတွင် မြောင်မြိုနယ်၊နဘတ်ရွာ​နေPDFအမည်ခံအကြမ်းဖက်သမားများက ပြည်သူများအားမတရားချုပ်​နှောင်ဖမ်းဆီးနှိပ်စက်​နေ​…,2023-04-03,UNKNOWN
1643034671784267777,ied AND explosive,runner_rainbow,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-03,th
1642941138918162452,ied AND explosive,Weerawa72788638,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-03,th
1642913613294993408,ied AND explosive,Korn_Arch,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-03,th
1642903971185688577,ied AND explosive,DekyingNumtarn,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-03,th
1642900530774298625,ied AND explosive,nut42896395,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-03,th
1642898907742220290,ied AND explosive,PeatJade,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-03,th
1642884303280566272,ied AND explosive,Stingraei,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-03,th
1642868724469473281,ied AND explosive,sunun16599749,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-03,th
1642868305513033728,ied AND explosive,huntercat_ning,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-03,th
1642867958031745024,ied AND explosive,radhakarn,รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://t.co/hgX7MGtr6g #ImprovisedExplosiveDevice #IED ?,2023-04-03,th
1643401696192737281,ဖောက်ခွဲရေးပစ္စည်း,VOABurmese,"ယူကရိန်းမှာ ၂၀၂၂ အတွင်း မြေမြှုပ်မိုင်းနဲ့ ဖောက်ခွဲရေးပစ္စည်း အလုံး ၅၃၀ ကျော်ကို အမေရိကန်အစိုးရအကူအညီနဲ့ ရှင်းလင်းခဲ့ပေမယ့် ခုထိ အမြောက်အမြားကျန်နေတယ်လို့ ကန် နိုင်ငံခြားရေးဌာနက ပြောပါတယ်။

#၂၀၂၃အစီရင်ခံစာ #မြေမြှုပ်မိုင်းရှင်းလင်းရေး #ရုရှားကျူးကျော်စစ်
https://t.co/tuKvh9iKR4",2023-04-04,UNKNOWN
1643080441451237376,ied AND bomb,ETVBharatCG,"IED Blast Video नारायणपुर में 5 किलो का जिंदा IED, बीडीएस ने किया नष्ट https://t.co/sCQMQAH64R 
@NarayanpurDist 
#Chhattisgarh 
#ChhattisgarhNews",2023-04-04,hi
1643252313061040128,ied AND injured,NagalandTribune,https://t.co/9EcR9Dl1ke https://t.co/bgEZb9y5Ou,2023-04-04,UNKNOWN
1643228101567184900,ied AND injured,eastcoastdaily,5 injured in IED blast https://t.co/IHaCarSbXv,2023-04-04,sl
1643188049264910336,ied AND injured,khaskhabar,मणिपुर में आईईडी धमाके में पांच घायल https://t.co/6qzqEMcRCz,2023-04-04,hi
1643187851637473280,ied AND injured,jantaserishta,"IED धमाके में 5 घायल, मचा हड़कंप https://t.co/OCV1fPo5D7",2023-04-04,hi
1643173334085926912,ied AND injured,AndhraPrabhaApp,"పేలిన ఐఈడీ.. ఐదుగురికి గాయాలు.. ఇద్ద‌రి ప‌రిస్థితి విష‌మం
https://t.co/NNE7Ld9B9L https://t.co/01XA8XdwyR",2023-04-04,te
1643166871603277824,ied AND injured,rkexposenews,"मणिपुर : ठेले के नीचे रखे IED में हुआ धमाका, पांच लोग घायल.. https://t.co/sSEsm2W12p",2023-04-04,hi
1643142466647003137,ied AND injured,AsianetNewsTL,"భారీ ఐఈడీ పేలుడు: ఐదుగురికి తీవ్ర గాయాలు.. ఇద్ద‌రి ప‌రిస్థితి విష‌మం
https://t.co/ez1GWJMAfR
#IED #Blast #Manipur #Ukhrul",2023-04-04,te
1643131325879025664,ied AND injured,DNHindi,"IED Blast: मणिपुर में भीषण आईईडी विस्फोट, 5 लोग घायल, जानें ताजा हाल

#मणिपुर #भीषण #आईईडी #विस्फोट #घायल #IED #blast #Manipur
https://t.co/UVlC44lX9A",2023-04-04,hi
1643152635174977536,ied AND explosive,taepthong,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-04,th
1643097321293615104,ied AND explosive,ingdinZ,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-04,th
1643069009355767808,ied AND explosive,2683Non,RT @radhakarn: รู้จักและระวังภัย!! “ระเบิดแสวงเครื่อง” (Improvised Explosive Device : IED) ระเบิดทำลายล้าง ใน 3 จังหวัดชายแดนใต้!! https://…,2023-04-04,th
1643519223594098689,မိုင်း,Myaelatt_Athan,"ဧပြီ ၅၊ ၂၀၂၃။
မကွေးတိုင်း၊ မြိုင်မြို့နယ်၊ Well-2 ရေနံမြေစခန်းက‌နေ တပ်ချိန်းပြီးပြန်ထွက်လာတဲ့ စစ်ကောင်စီအဖွဲ့တွေကို မိုင်း ၅ လုံးဆွဲတိုက်ခိုက်ခဲ့ရာ ၂ ဦးသေဆုံးခဲ့တယ်လို့ ပြည်သူ့ကာကွယ်ရေးတပ်ဖွဲ့ - မြိုင်မြို့နယ် ပကဖ ဆီက သိရပါတယ်။
https://t.co/t6DTpKG1KY
#Myaelatt https://t.co/TKfJPcaMBr",2023-04-05,UNKNOWN
1643534156004196352,မြေမြှုပ်မိုင်း,ShanHeraldNews,"#နောင်ချိုမှာ ပြည်သူတစ်ဦး မိုင်းနင်းမိ

https://t.co/0CGUOHXi1a

#SHANNews
#SHANBurmese
#သျှမ်းသံတော်ဆင့်
#PDF
#မြေမြှုပ်မိုင်း",2023-04-05,UNKNOWN
1643486209120010242,ဖောက်ခွဲရေးပစ္စည်း,SoeWin52539149,RT @VOABurmese: ယူကရိန်းမှာ ၂၀၂၂ အတွင်း မြေမြှုပ်မိုင်းနဲ့ ဖောက်ခွဲရေးပစ္စည်း အလုံး ၅၃၀ ကျော်ကို အမေရိကန်အစိုးရအကူအညီနဲ့ ရှင်းလင်းခဲ့ပေမယ့်…,2023-04-05,UNKNOWN
1643436970293751810,ဖောက်ခွဲရေးပစ္စည်း,phyolay50498528,RT @VOABurmese: ယူကရိန်းမှာ ၂၀၂၂ အတွင်း မြေမြှုပ်မိုင်းနဲ့ ဖောက်ခွဲရေးပစ္စည်း အလုံး ၅၃၀ ကျော်ကို အမေရိကန်အစိုးရအကူအညီနဲ့ ရှင်းလင်းခဲ့ပေမယ့်…,2023-04-05,UNKNOWN
1644123650902364161,မိုင်း,oo_kowin,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1644063823803060224,မိုင်း,ThomasN490490,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1644040198030753792,မိုင်း,KyawAyehlazaw63,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1644024953526976512,မိုင်း,Kophyoe65857700,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1644017410184458240,မိုင်း,ShoonleiMay6,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643976709618941952,မိုင်း,mr_tint1990,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643937860150788096,မိုင်း,SapSap11795805,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643928607839109120,မိုင်း,naythit21961996,"ရန်ကုန်၊ ဧပြီ ၆ 

မကွေးတိုင်း၊ မြိုင်မြိုနယ်တွင် တာဝန်ချိန်း၍ ပြန်လာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်ရာ စစ်ကောင်စီတပ်ဖွဲဝင် ၂ ဦးသေဆုံးကြောင်း မြိုင်မြို နယ် ပြည်သူ့ကာကွယ်ရေးတပ်ဖွဲမှ တာဝန်ရှိသူတစ်ဦးက ရန်ကုန်ခေတ်သစ် သတင်း ဌာနထံသို ပြောဆိုသည်။ https://t.co/ndUmeWyqaz",2023-04-06,UNKNOWN
1643911989666926592,မိုင်း,BoBo63429377,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643879001566613505,မိုင်း,Catheri64698339,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643872986477240321,မိုင်း,ZinWin553,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643870906069188610,မိုင်း,OwnThu,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643837550682046467,မိုင်း,ShweZin50281600,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643835266950389762,မိုင်း,AungTha05944320,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643833708225630211,မိုင်း,5382_aki,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643831953635020801,မိုင်း,ThuYaAu03159168,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643826404604403713,မိုင်း,MYATHUZAR11,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-06,UNKNOWN
1643825424361984000,မိုင်း,Khithitofficial,"မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-&gt;https://t.co/Lpvv6WL7Z2 https://t.co/3IXY5pjEor",2023-04-06,UNKNOWN
1644359192281767938,မိုင်း,Myaelatt_Athan,"ဧပြီလ ၇၊ ၂၀၂၃။
မြိုင်မြို့နယ်အတွင်းမှာ စစ်သား၊ ရဲနဲ့ ပျူစောထီးတွေကို ဧပြီလ ၆ ရက် တနေ့တည်းမှာတင် မိုင်း ၂ ကြိမ်ဆွဲ တိုက်ခိုက်ခဲ့သလို ဒရုန်းနဲ့ပါ ဗုံးသီးချတိုက်ခိုက်ခဲ့လို့ ၈ ဦးဒဏ်ရာရခဲ့တယ်လို့ မြိုင် ပကဖဆီက သိရပါတယ်။
https://t.co/3J7tDTZSRk
#Myaelatt #မြေလတ်အသံ https://t.co/rp1sz4QMMN",2023-04-07,UNKNOWN
1644225969681756160,မိုင်း,KaungLa61638223,"RT @Khithitofficial: မြိုင်တွင် တာဝန်ချိန်းလာသည့် စစ်ကြောင်းကို မိုင်း ၅ လုံးဖြင့် တိုက်ခိုက်မှု စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၂ ဦးသေဆုံး
Read more-…",2023-04-07,UNKNOWN
1644382437592690689,ied AND injured,ETVBharatCG,"Narayanpur : आईईडी डिस्पोज करते समय ब्लास्ट , एक जवान घायल https://t.co/zmQkwiFeYe @NarayanpurDist #chhatt",2023-04-07,hi
1644713851152154628,ied AND injured,regsecadvisory,"IED Blast - Bara, Malak Din Khail, Khyber Agency:
Naib Subaidar Hazrat Gul and Havaldar Nazir embraced Shahadat.
5 Soldiers injured.",2023-04-08,id
1645017918847983617,ied AND bomb,jantaserishta,"हवलदार घायल, डिफ्यूज के दौरान फटा आईईडी बम https://t.co/lVSxIZfCcN",2023-04-09,hi
1645063724779053056,ied AND injured,lalluram_cg,"BREAKING : नक्सलियों के लगाए आईईडी की चपेट में आने से बीडीएस का जवान घायल, रायपुर किया गया रेफर... #naxals #Breakingnews @crpfindia #IndianArmy #Chhattisgarhnews #Chhattisgarh #lalluram  https://t.co/QHPfRQptFS",2023-04-09,hi
1645049294699757568,ied AND injured,ETVBharatCG,"Narayanpur: आमदई पहाड़ी पर आईईडी ब्लास्ट में घायल हुआ जवान, रायपुर किया गया एयरलिफ्ट https://t.co/xHCX7dMZ7P 
#cgnews #chhattisgarhnews @NarayanpurDist @NarayanpurP",2023-04-09,hi
1645023085337227267,ied AND injured,IBC24News,"#IED बम डिफ्यूज करते समय #IED के चपेट में आए एक जवान, गंभीर रूप से हुए घायल 

#CGNews | #Chhattisgarh 

https://t.co/NW804K3AHk",2023-04-09,hi
1645489319874895873,ied AND injured,Live_Hindustan,"बम धमाके से फिर दहला पाकिस्तान, 4 की मौत और 15 घायल; टारगेट पर थी पुलिस की गाड़ी 

https://t.co/ZXIFaItSlE",2023-04-10,hi
1645452589033455617,ied AND injured,tv9kannada,"ನಗರದ ಶಹರಾ-ಎ-ಇಕ್ಬಾಲ್ ಪ್ರದೇಶದಲ್ಲಿ ಸ್ಫೋಟ ಸಂಭವಿಸಿದೆ

https://t.co/HD474hDzDc

#pakistan  #quettablast #Quetta",2023-04-10,kn
1645850794481319937,ied AND bomb,sheesashiworld,"RT @punjabkesari: PAK के क्वेटा बाजार में IED धमाके में 4 लोगों की मौत व 15 घायल, मृतकों में दो पुलिस अधिकारी भी शामिल
https://t.co/RCOF624…",2023-04-11,hi
1645846505578954752,ied AND bomb,punjabkesari,"PAK के क्वेटा बाजार में IED धमाके में 4 लोगों की मौत व 15 घायल, मृतकों में दो पुलिस अधिकारी भी शामिल
https://t.co/RCOF6243q6

#Internationalnews #4Killed #15Injured #BombBlast #Pakistan #Quetta https://t.co/gGEWUTN5ff",2023-04-11,hi
1645895995300139008,ied AND injured,sgmishra64,"RT @ShriNiw56981815: बम धमाके से फिर दहला पाकिस्तान, 4 की मौत और 15 घायल; टारगेट पर थी पुलिस की गाड़ी 

https://t.co/j9G7BwvdLP

For News o…",2023-04-11,hi
1645785215640686594,ied AND injured,ShriNiw56981815,"बम धमाके से फिर दहला पाकिस्तान, 4 की मौत और 15 घायल; टारगेट पर थी पुलिस की गाड़ी 

https://t.co/j9G7BwvdLP

For News on the go, Download Hindustan app. Click https://t.co/5NI7ssjicG",2023-04-11,hi
1645657959312285697,ied AND injured,SahilKu46927290,"RT @Live_Hindustan: बम धमाके से फिर दहला पाकिस्तान, 4 की मौत और 15 घायल; टारगेट पर थी पुलिस की गाड़ी 

https://t.co/ZXIFaItSlE",2023-04-11,hi
1646171964438990848,မိုင်း,Myaelatt_Athan,"ဧပြီ ၁၂၊ ၂၀၂၃။
မန္တလေးတိုင်း၊ သပိတ်ကျင်းမြို့နယ်ကနေ စစ်ကြောင်းထွက်လာတဲ့ စစ်ကောင်စီ ၁၂ ဘီးကား ၂ စီးကို တကောင်း-ပြည်သူ့ကာကွယ်ရေးတပ်ဖွဲ့က ဧပြီလ ၁၂ ရက်ဒီကနေ့ တရက်တည်းမှာတင် မိုင်း ၂ ကြိမ်ဆွဲ တိုက်ခိုက်ခဲ့တယ်လို့ သိရပါတယ်။
https://t.co/hOk8EAwf6e
#Myaelatt #မြေလတ်အသံ https://t.co/XugKC96z5a",2023-04-12,UNKNOWN
1646033856867500033,မိုင်း,MingyiSaw,@NawKaw4 လေယာဥ်လာလို့ ထွက်ပြေး ရွာပတ်လည် ကိုထောသ်ထားတဲ့ မိုင်း နင်းပြီးသေကြတာ လေယာဥ်ကဗုံးကြဲရင် ခုရှိတဲ့အဆောက်ဦးကျန်မှာမဟုတ်ဘူး စဥ််းစားပေါ့,2023-04-12,UNKNOWN
1646661234341691392,မိုင်း,KyawAyehlazaw63,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646619803376062465,မိုင်း,ThomasN490490,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646576705820319751,မိုင်း,ON52737009,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646571967728812056,မိုင်း,JOHN12564233,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646555084405489664,မိုင်း,arrshan1988,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646525929609658373,မိုင်း,002Hnin,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646524111836053504,မိုင်း,PJohn88279468,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646520411356790788,မိုင်း,irene_thiri,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646512169486544899,မိုင်း,GraceJa04186924,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646505915158499328,မိုင်း,_ZKPhyo_,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646499747728076800,မိုင်း,ohnthwin9,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646479785051426816,မိုင်း,YukiSu18,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646471291158040577,မိုင်း,barLinu1,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646465201904992257,မိုင်း,FreeBurma12,"Instant Karma.

သင်္ကြန်ကို မိုင်း​ခွဲဖို့သွားရင်, သူတို့ထောင်မဲ့မိုင်း ပေါက်ကွဲပြီး သူတို့ ၅ဦး ကိုယ်တိုင်သေပါသတဲ့။ https://t.co/pnlOVWnNgd",2023-04-13,UNKNOWN
1646465137191297029,မိုင်း,GraceJa04186924,"RT @MizzimaNews: တကောင်းတိုက်နယ်အတွင်း ၂ ကြိမ် မိုင်းဆွဲတိုက်ခိုက်ခံရပြီး စစ်ကောင်စီတပ်သား ၁၅ဦးသေဆုံးဟုဆို

#Mizzima #သပိတ်ကျင်းမြို့နယ်
#စ…",2023-04-13,UNKNOWN
1646459401916813312,မိုင်း,AungTha05944320,RT @KIC_NewsCompany: စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်…,2023-04-13,UNKNOWN
1646458991223148544,မိုင်း,KIC_NewsCompany,စစ်ကောင်စီတပ်၏မိုင်း နင်းမိသည့် ဘုန်းကြီးနှင့်အရပ်သားတို့နှစ်ဦး ခြေတစ်ဖက်စီဖြတ် လိုက်ရ https://t.co/qNLItFqPP7စစ်ကောင်စီတပ်၏မိုင်း-နင/ https://t.co/RDHonZ1xkW,2023-04-13,UNKNOWN
1646441197723074561,မိုင်း,ohnthwin9,"RT @MizzimaNews: တကောင်းတိုက်နယ်အတွင်း ၂ ကြိမ် မိုင်းဆွဲတိုက်ခိုက်ခံရပြီး စစ်ကောင်စီတပ်သား ၁၅ဦးသေဆုံးဟုဆို

#Mizzima #သပိတ်ကျင်းမြို့နယ်
#စ…",2023-04-13,UNKNOWN
1646427180971491328,မိုင်း,AungTha05944320,"RT @MizzimaNews: တကောင်းတိုက်နယ်အတွင်း ၂ ကြိမ် မိုင်းဆွဲတိုက်ခိုက်ခံရပြီး စစ်ကောင်စီတပ်သား ၁၅ဦးသေဆုံးဟုဆို

#Mizzima #သပိတ်ကျင်းမြို့နယ်
#စ…",2023-04-13,UNKNOWN
1646416246542594048,မိုင်း,MizzimaNews,"တကောင်းတိုက်နယ်အတွင်း ၂ ကြိမ် မိုင်းဆွဲတိုက်ခိုက်ခံရပြီး စစ်ကောင်စီတပ်သား ၁၅ဦးသေဆုံးဟုဆို

#Mizzima #သပိတ်ကျင်းမြို့နယ်
#စစ်တပ်ကား #မိုင်း
#ဖောက်ခွဲတိုက်ခိုက် #WhatsHappeningInMyanmar

https://t.co/K8OtYrwWs7",2023-04-13,UNKNOWN
1646407690615390208,ied AND bomb,Musknecrowire,David Cardenas framed Nick Poker Dealer into WALLA WALLA IED PIPE BOMB EXPLOSIVE #sidneyottem @JeffBezos @elonmusk @JODYHiGHROLLER,2023-04-13,sv
